HomeDetailID,PolicyID,PropertyAddress,PropertyType,PropertyValue,SquareFootage,YearBuilt,ConstructionType,RoofType,SecuritySystem,FloodZone
1872,37958,"71911 Jeremy Islands, New Jason",Townhouse,635962.78,893,2024,Brick,,1,1
1873,37992,"8559 Lopez Alley, Meganbury",Multi-Family,406667.1,4606,1997,Wood,,1,1
1874,38030,"96033 Lewis Viaduct Suite 522, Powellton",Condo,608380.93,4697,2015,Concrete,,1,1
1875,38085,"281 Palmer Trafficway, Vincentburgh",Townhouse,356823.27,1187,2022,Concrete,,0,0
1876,38096,"084 Watson Row Suite 801, Andrewfort",Apartment,522016.54,1813,1951,Steel,,0,0
1877,38110,"849 Marquez Drive Apt. 530, Barbermouth",Apartment,793028.16,4087,2015,Brick,,1,1
1878,38126,"1962 Cuevas Valley Apt. 062, Dennisstad",Apartment,262003.71,823,1978,Brick,,1,0
1879,38162,"5568 Adams Forges Suite 740, Pageland",Condo,446402.68,3138,1969,Concrete,,1,0
1880,38173,"082 Vanessa Knolls, East Lindsey",Apartment,611260.58,1222,1995,Steel,,1,1
1881,38181,"9907 Ryan Freeway, East Anna",Multi-Family,705723.47,1672,1956,Steel,,0,1
1882,38186,"6709 Wall Garden Suite 390, Wardbury",Multi-Family,639755.86,4908,1991,Concrete,,0,0
1883,38188,"0500 Jordan Forge, East Charleston",Apartment,329837.53,1549,2025,Concrete,,1,1
1884,38247,"4823 Anna Grove, Port Timothy",Townhouse,579809.55,3394,2010,Brick,,0,1
1885,38253,"3428 Kevin Row, Rogerschester",Apartment,437292.45,931,1958,Wood,,0,1
1886,38283,"8006 Clarke Lodge Suite 803, Lake Raymondmouth",Townhouse,540229.22,885,2013,Brick,,1,1
1887,38301,"0140 Alejandro Haven Apt. 481, Pamelahaven",Apartment,272552.12,3069,1996,Wood,,1,0
1888,38308,"07785 Thompson Squares Apt. 316, Garzaburgh",Condo,748350.2,2724,2007,Steel,,1,0
1889,38317,"63344 Travis Walk Suite 481, North Curtisborough",Multi-Family,176819.46,3980,1956,Wood,,1,0
1890,38319,"92954 Kenneth Estates Suite 709, Port Andrew",Multi-Family,418767.62,1590,1962,Concrete,,1,0
1891,38326,"1190 Miles Station Suite 651, Doyleville",Single-Family,589164.76,3963,1968,Wood,,0,0
1892,38374,"9045 Amy Underpass Apt. 023, West Jenniferhaven",Multi-Family,451414.54,3220,2003,Wood,,0,0
1893,38390,"211 Rush Plaza Apt. 381, New Michael",Townhouse,686971.23,1055,1976,Wood,,1,1
1894,38398,"63101 Edward Forest Apt. 059, South Ryanburgh",Apartment,463763.93,4976,1974,Wood,,1,0
1895,38407,"7369 Caitlin Spurs Apt. 504, East Daniel",Single-Family,382003.96,4422,2013,Wood,,0,1
1896,38432,"92246 Abigail Drive Suite 814, Ortiztown",Condo,455556.27,2231,2018,Concrete,,1,1
1897,38439,"4351 Klein Station Suite 958, New Kathleen",Single-Family,241775.65,2177,1970,Wood,,1,0
1898,38440,"218 Alexander Mission, Emilyburgh",Townhouse,257396.41,885,2021,Concrete,,0,1
1899,38445,"072 Adkins Orchard, West Toddtown",Single-Family,178926.89,2673,1970,Wood,,0,0
1900,38472,"28275 Hunt Tunnel Apt. 289, North Douglasport",Condo,767112.66,2350,1957,Steel,,0,0
1901,38475,"9667 Mcpherson Trace Suite 443, Scottmouth",Condo,322676.17,3985,2022,Brick,,1,1
1902,38526,"906 Charles Springs, West Betty",Single-Family,665135.19,3132,1952,Concrete,,0,1
1903,38528,"845 Linda Highway, West Dennis",Single-Family,659581.98,3000,1979,Concrete,,1,1
1904,38539,"59816 Calderon Ways, Gregoryberg",Condo,339790.4,2586,1957,Wood,,1,0
1905,38547,"5733 Evans Passage Apt. 350, Howeshire",Multi-Family,720452.08,828,2014,Wood,,1,1
1906,38577,"6756 Kaitlyn Station, Hamiltonville",Multi-Family,668820.52,1229,1970,Wood,,0,1
1907,38610,"071 Patricia Ville Apt. 944, Brandonfort",Multi-Family,544476.87,1752,1966,Concrete,,0,1
1908,38641,"942 Sloan Park Suite 007, Lake Aprilland",Condo,387486.22,4783,2015,Concrete,,0,0
1909,38664,"4338 Justin Centers, Laurieland",Multi-Family,578793.51,4188,1997,Concrete,,0,0
1910,38687,"84549 Clayton Garden Apt. 827, Craigville",Apartment,169782.95,2963,2006,Steel,,0,1
1911,38707,"3190 David Streets Suite 931, East Sheila",Multi-Family,336788.53,2818,1986,Brick,,1,0
1912,38746,"7800 Kim Forges, West Charlestown",Apartment,713726.43,1394,2006,Concrete,,0,1
1913,38755,"2058 Gregory Circle Suite 273, Port Holly",Condo,184309.3,4544,1975,Wood,,1,0
1914,38764,"601 Carrillo Overpass, Littletown",Townhouse,151225.8,4416,1992,Brick,,0,0
1915,38776,"48637 Michelle Branch, Lake Maureenmouth",Single-Family,297065.31,2855,2025,Concrete,,1,0
1916,38793,"674 Alvarez Spring, East Madison",Townhouse,301015.47,3456,1955,Brick,,0,0
1917,38834,"185 Cervantes Street Suite 651, East Timothy",Single-Family,497007.7,2056,2003,Steel,,0,0
1918,38835,"355 Davidson Greens Suite 068, New Benjamin",Apartment,243821.09,1247,2000,Concrete,,0,0
1919,38846,"20363 Monica Camp, Dustinmouth",Multi-Family,588179.12,820,1957,Steel,,1,1
1920,38856,"17000 Anita Village Suite 589, West Jason",Condo,274593.22,3195,1975,Brick,,1,0
1921,38874,"801 Cheryl Mountain, Dominguezton",Apartment,300651.54,1345,1991,Wood,,0,0
1922,38900,"9683 Harris Square Apt. 146, Villarrealmouth",Apartment,594860.2,4625,1961,Steel,,1,1
1923,38906,"242 Rice Lodge, North Steventown",Condo,460262.94,3229,2012,Steel,,1,1
1924,38912,"5395 Justin Light, South Lisaland",Apartment,785866.72,2017,1977,Wood,,1,1
1925,38916,"029 Dominique Courts, Rayborough",Apartment,341248.72,3989,1980,Concrete,,1,0
1926,38942,"9471 Stein Turnpike, East Cherylland",Condo,497903.8,3102,2005,Wood,,0,1
1927,38972,"038 Jorge Squares Suite 052, West Katiefurt",Townhouse,302465.2,3418,1993,Brick,,1,0
1928,39016,"56034 Smith Canyon Apt. 166, New Darren",Multi-Family,533106.78,800,2006,Concrete,,0,0
1929,39060,"0884 Matthew Hollow Apt. 851, Barnettstad",Townhouse,523974.51,4798,1989,Concrete,,1,0
1930,39074,"6517 Susan Tunnel, Johnberg",Townhouse,282588.24,4204,1959,Concrete,,0,1
1931,39075,"984 Samuel Island, Tylerburgh",Apartment,312204.81,4126,1976,Brick,,0,0
1932,39088,"917 Larson Port, New Terrance",Condo,641170.63,1737,1973,Concrete,,1,0
1933,39095,"0243 Booker Estates, Lake Scottton",Single-Family,181913.96,3349,1950,Brick,,0,1
1934,39109,"693 Anthony Point, New Jennifer",Multi-Family,573976.42,4213,2008,Wood,,1,0
1935,39133,"56070 Gardner Fall Suite 160, East Melissa",Townhouse,762701.47,3303,1989,Brick,,1,0
1936,39138,"9317 Jacob Road Apt. 414, North Rebeccaview",Multi-Family,260064.71,4520,1969,Wood,,0,1
1937,39156,"65840 Jill Road Apt. 033, Clarkside",Condo,797652.21,960,1974,Concrete,,0,0
1938,39175,"0756 Willie Creek Apt. 901, North Brian",Apartment,730816.23,964,1969,Concrete,,0,1
1939,39182,"274 Amanda Curve, North Triciaside",Condo,205121.18,1302,1975,Brick,,1,0
1940,39203,"5212 Cody Trace Suite 118, Port Matthewton",Single-Family,601133.0,4948,1999,Concrete,,1,1
1941,39218,"148 Bennett Islands, Dianahaven",Condo,227155.78,2552,1986,Concrete,,1,0
1942,39244,"031 Stafford Harbors, New Stephenstad",Townhouse,545749.44,1073,1969,Steel,,0,0
1943,39256,"6298 Elizabeth Extension, Port Martha",Multi-Family,630777.11,3082,1977,Brick,,0,1
1944,39265,"61799 Michael Mountain Suite 803, Rogersberg",Apartment,199208.39,1499,1993,Concrete,,1,0
1945,39343,"618 Kimberly Gardens Apt. 557, Jeffreytown",Single-Family,275439.57,1103,1950,Steel,,0,0
1946,39353,"771 Jonathan Common Suite 948, Port Maureen",Multi-Family,214225.69,4699,1974,Concrete,,1,1
1947,39368,"630 Angela Field Apt. 942, South William",Townhouse,348978.14,1887,1962,Brick,,1,0
1948,39389,"852 John Garden, East William",Multi-Family,231370.29,4483,1960,Steel,,0,0
1949,39402,"04657 Clay Drives, Pricechester",Multi-Family,404498.13,4350,1998,Wood,,0,1
1950,39416,"0588 Jessica Junction Suite 426, Melissaview",Townhouse,574065.9,1229,1974,Concrete,,0,1
1951,39421,"9611 Crosby Lake Apt. 305, North Jackside",Apartment,648892.25,3078,2025,Wood,,0,1
1952,39435,"63630 Cassandra Loop, Jeremiahborough",Condo,446840.0,3281,1958,Wood,,1,1
1953,39476,"998 William Point, Curtisview",Condo,185637.19,3225,1953,Concrete,,1,0
1954,39483,"431 Fernandez Extensions, Lake Thomaston",Multi-Family,514805.37,2843,1976,Steel,,0,0
1955,39487,"713 Stacy Motorway, East Grant",Multi-Family,496383.21,841,1980,Steel,,0,0
1956,39488,"7148 Hoover Stream, Lake Stacy",Single-Family,768895.17,3309,2012,Brick,,1,0
1957,39495,"59689 Lane Ramp, North Sarah",Condo,783327.52,4806,1969,Steel,,0,0
1958,39541,"93230 Courtney Plaza Suite 966, Jenniferview",Single-Family,599655.02,1879,1971,Steel,,1,0
1959,39555,"6048 Cody Turnpike, Jessicamouth",Multi-Family,581281.61,1847,1970,Brick,,0,1
1960,39574,"74542 Jennifer Orchard Suite 839, Taylorberg",Single-Family,529231.55,4558,1951,Concrete,,0,0
1961,39590,"09994 Ryan Manor, South Angela",Single-Family,560680.59,4716,1959,Steel,,0,1
1962,39602,"899 Dillon Center, West Emily",Single-Family,783522.98,2348,1963,Concrete,,1,1
1963,39611,"877 Michael Stream, West Cherylburgh",Townhouse,745416.11,4508,1980,Concrete,,0,1
1964,39629,"45295 Jones Unions, North Rachelborough",Single-Family,370081.71,3988,1952,Wood,,0,1
1965,39644,"017 Emily Court, South Ginabury",Single-Family,795107.56,3911,1963,Brick,,1,1
1966,39665,"0831 Aaron Spurs, Steventon",Apartment,730273.15,2450,2011,Wood,,0,1
1967,39722,"356 Allen Vista Suite 348, North Oscar",Multi-Family,290406.21,3162,2022,Brick,,1,0
1968,39729,"05503 Wells Lakes, Cervantesview",Condo,470402.25,4266,1966,Brick,,0,0
1969,39736,"8322 Patrick Stravenue Suite 874, West Jeffrey",Townhouse,753570.35,4671,2013,Brick,,1,0
1970,39745,"869 Mary Heights, Stephaniemouth",Townhouse,726698.3,995,1957,Steel,,1,1
1971,39747,"62686 Meyers Square Suite 549, South Patricia",Condo,458072.12,1963,2002,Concrete,,0,1
1972,39755,"51489 George Dam Suite 093, Joelside",Multi-Family,432624.98,1123,1997,Wood,,0,0
1973,39776,"53530 Lopez Manors, New Matthewmouth",Townhouse,773666.75,3126,1970,Concrete,,1,0
1974,39789,"086 Meyer Parkway Suite 523, North Patricia",Apartment,702430.35,4268,2006,Concrete,,1,0
1975,39811,"030 Stanley Pike, West Eddieport",Condo,383956.88,4085,2018,Steel,,0,0
1976,39815,"71782 Betty Trafficway Apt. 633, Port Marioberg",Condo,549412.07,3542,2024,Concrete,,0,0
1977,39824,"28989 Stephanie Glens, East Stephanieburgh",Apartment,586274.49,1394,2007,Concrete,,1,0
1978,39845,"68563 Allison Landing Suite 934, Lake Nathaniel",Multi-Family,166113.76,1083,1965,Brick,,1,0
1979,39854,"0370 Miguel Landing, Port Melissaberg",Townhouse,158980.9,4466,1985,Steel,,1,0
1980,39873,"8264 Randy Valley Suite 417, Ortizberg",Townhouse,631574.98,2366,2009,Steel,,0,0
1981,39874,"2556 Joshua Station Suite 972, Melissashire",Multi-Family,625851.44,3468,1972,Steel,,1,0
1982,39877,"56416 Hinton Hills Suite 531, West Aprilside",Townhouse,190644.67,3027,1994,Wood,,1,0
1983,39893,"389 Charles Loaf, South Katie",Townhouse,367684.26,4650,1956,Wood,,0,1
1984,39930,"79215 Yolanda Radial Apt. 951, West Christopher",Apartment,293751.45,2327,1959,Brick,,0,0
1985,39957,"5434 Michael Plaza, New Garyborough",Condo,651515.06,3399,1982,Wood,,1,1
1986,39991,"99401 Gomez Brook Suite 945, West Stephanie",Multi-Family,459107.52,1419,2004,Wood,,1,1
1987,40051,"454 Lewis Mews, Johnsonview",Multi-Family,330549.76,2348,1956,Concrete,,0,0
1988,40080,"68571 Archer Brooks Suite 148, West Tammy",Condo,680464.32,3057,2016,Steel,,0,0
1989,40124,"31225 Theodore Spring, Adamview",Multi-Family,523430.18,3514,1951,Concrete,,0,1
1990,40140,"37551 Castillo Villages Suite 368, Joshualand",Multi-Family,182250.94,3398,1983,Brick,,1,1
1991,40145,"276 Bradley Brook, Alexanderton",Single-Family,280638.97,1157,1996,Wood,,1,1
1992,40148,"3549 Lopez Courts Suite 947, Griffinberg",Single-Family,548720.15,2209,2019,Wood,,1,0
1993,40217,"70012 Donna Centers, New Stephanie",Multi-Family,307990.02,2090,2019,Concrete,,1,1
1994,40222,"2558 Mitchell Walk, Cherylton",Multi-Family,542077.73,4007,2020,Brick,,1,1
1995,40270,"31491 Diane Skyway Suite 947, North Jamesmouth",Townhouse,485532.15,2795,1983,Brick,,0,1
1996,40313,"2483 Roberts Track, Freemanland",Apartment,549405.44,4012,1970,Brick,,1,0
1997,40328,"81012 Martin Rapid, Port Brett",Condo,349791.86,812,2011,Wood,,0,0
1998,40329,"7307 Nicholas Place Suite 095, East Kristinaborough",Condo,305781.98,2638,1976,Concrete,,1,1
1999,40349,"51597 Brenda Mountains, Annettebury",Condo,262720.81,845,2024,Concrete,,0,1
2000,40358,"726 Hernandez Lodge Suite 083, Lindatown",Single-Family,623262.83,4124,2004,Wood,,0,0
2001,40361,"899 Angela Roads, Portershire",Single-Family,682578.01,2861,1994,Steel,,1,0
2002,40393,"7319 Odom Stream, Calderonville",Multi-Family,796101.69,2030,1998,Concrete,,1,0
2003,40420,"672 Colton Motorway Apt. 900, Staceychester",Condo,670824.81,4982,1970,Steel,,0,0
2004,40473,"448 Christopher Junction Suite 365, Aguilarland",Condo,269380.05,1057,1960,Wood,,1,1
2005,40503,"168 Wang Mountains, Lake Patrick",Condo,156978.09,4262,2016,Wood,,0,0
2006,40507,"375 Lori Causeway, Kellyport",Condo,567086.21,3367,1974,Wood,,0,0
2007,40660,"481 Rodriguez Hills, East Maryfort",Townhouse,333685.49,1072,1996,Brick,,0,0
2008,40662,"7378 Amanda Radial, Lake Alan",Single-Family,709205.53,1936,1990,Concrete,,0,0
2009,40687,"6864 Mccarty Spurs Suite 448, West Lisaborough",Single-Family,714382.94,2054,1983,Steel,,1,0
2010,40753,"8974 Little Cove Apt. 692, North Amber",Condo,359550.25,4927,2012,Steel,,1,1
2011,40758,"0098 Miller Village Apt. 891, Thorntonside",Multi-Family,499300.97,3987,1986,Concrete,,1,0
2012,40799,"579 Nelson Junctions Suite 760, South Kylefurt",Single-Family,673938.13,2332,1988,Steel,,0,1
2013,40825,"659 Cathy Plains Apt. 568, Port Karenberg",Condo,618790.71,1907,1978,Concrete,,1,0
2014,40835,"56198 Camacho Vista, New Matthew",Multi-Family,578235.92,4882,2013,Concrete,,0,0
2015,40841,"930 Kelley Island Apt. 228, Lesliebury",Multi-Family,504997.18,4374,2003,Wood,,1,0
2016,40855,"743 Thomas Walk, South Donald",Apartment,410782.38,1690,2014,Steel,,1,1
2017,40896,"9216 Pittman Highway Apt. 105, North Judymouth",Condo,219495.69,1610,1993,Brick,,0,0
2018,40921,"981 Young Greens, Mitchellborough",Townhouse,751984.12,1001,1965,Brick,,1,0
2019,40935,"60347 Angela Shoal, Lisaburgh",Multi-Family,645178.42,3914,1966,Wood,,1,0
2020,40955,"056 Williams Heights Apt. 482, Jasonton",Condo,605544.12,3019,2021,Concrete,,0,0
2021,40969,"1430 George Hollow, Callahanfurt",Apartment,511029.11,834,1983,Brick,,1,0
2022,40973,"416 Sanchez Bridge Suite 040, West Thomaschester",Condo,556371.32,1883,1964,Brick,,1,0
2023,40981,"961 Hernandez Forges Suite 302, South Rebecca",Single-Family,166872.72,4218,1976,Brick,,0,0
2024,40982,"514 Antonio Viaduct, Stephanieton",Single-Family,268740.07,1909,2025,Concrete,,1,1
2025,41072,"8047 Sweeney Expressway, Bergland",Multi-Family,266957.33,2370,2003,Brick,,0,1
2026,41083,"440 Harris Plain, Port Mary",Townhouse,367913.49,4361,2004,Concrete,,0,1
2027,41090,"547 Perkins Cove, Port Marcusland",Condo,550173.43,840,2008,Wood,,1,0
2028,41127,"996 Lawson Canyon Apt. 943, Jonesmouth",Single-Family,519427.08,4428,2018,Steel,,0,1
2029,41152,"69249 Allen Light, Lewisside",Condo,347257.96,4751,1964,Steel,,1,0
2030,41174,"506 Duncan Plains Suite 969, Williamshaven",Apartment,236940.9,3892,1958,Concrete,,0,1
2031,41178,"841 Erickson Passage, Coreyview",Single-Family,590416.06,3597,2004,Concrete,,0,1
2032,41201,"3555 Rachel Forges Suite 139, Reynoldsfort",Condo,356007.76,3522,2000,Brick,,1,0
2033,41202,"3496 Ross Shore, Lake Michael",Single-Family,685214.04,4185,1984,Concrete,,1,0
2034,41221,"30788 Jason Parkways Suite 273, East Walterstad",Apartment,195669.04,1335,1988,Wood,,0,0
2035,41232,"935 Julie Terrace, New Jessicahaven",Condo,726382.7,924,1958,Steel,,0,0
2036,41274,"02678 Antonio Falls Suite 030, Taylorview",Single-Family,465256.41,3373,1977,Steel,,1,1
2037,41351,"39809 Ashley Cliffs, North Susanfort",Townhouse,461041.12,2622,2011,Brick,,0,0
2038,41366,"87293 Mckinney Pass, South Michelle",Apartment,699370.57,3661,1986,Steel,,0,0
2039,41419,"426 Brenda Locks, Thomasborough",Townhouse,749397.03,4109,2019,Brick,,1,0
2040,41456,"4996 Weaver Mews, New Joanton",Townhouse,411816.44,3629,1986,Brick,,1,0
2041,41524,"2509 Nicholas Pines Apt. 002, Port Anthonyton",Single-Family,528584.79,4665,2008,Brick,,1,0
2042,41638,"76320 Moore Crest, North Paulmouth",Townhouse,660445.6,4903,1964,Concrete,,0,0
2043,41668,"808 Paul Drive, Juliechester",Apartment,685755.35,4676,1979,Wood,,1,0
2044,41708,"5902 Lisa Parks, Lake Amyburgh",Apartment,552553.23,2550,2000,Concrete,,1,1
2045,41722,"7816 Kristy Gardens, Port Davidside",Condo,250433.52,986,1965,Wood,,1,1
2046,41744,"696 Thompson Flats, Brianhaven",Condo,396748.22,4339,1974,Brick,,1,1
2047,41747,"544 Wells Summit, Levinefurt",Townhouse,733978.57,4077,1961,Steel,,1,0
2048,41766,"66509 Rocha Crossing Apt. 317, North Logan",Multi-Family,433417.79,3182,1996,Concrete,,0,0
2049,41768,"94070 Campbell Parkways Apt. 283, South Biancaville",Townhouse,488250.3,2520,1955,Brick,,0,1
2050,41798,"26418 Marissa Station Apt. 452, Nelsonstad",Condo,205854.33,4343,1988,Steel,,1,0
2051,41801,"744 Woods Stream, North Hectorview",Townhouse,364535.02,2195,2024,Wood,,1,1
2052,41855,"5752 Daniel Creek Suite 597, Port Theresa",Multi-Family,773308.39,2879,1966,Wood,,1,1
2053,41857,"56665 James Tunnel Apt. 777, Justinview",Condo,233920.03,2321,1973,Wood,,1,0
2054,41871,"690 Murphy Forest Apt. 643, Perezton",Multi-Family,194927.04,1578,1987,Concrete,,1,0
2055,41910,"3716 Rita Passage, West Lisaburgh",Single-Family,242130.96,2826,2006,Brick,,0,0
2056,41961,"2550 Dana Brook Apt. 770, East Heather",Townhouse,301461.45,3968,1961,Wood,,0,1
2057,41979,"294 Peck Common, Stonetown",Townhouse,406593.38,3938,2021,Concrete,,1,1
2058,41986,"977 Angela Hollow Suite 847, Port Alec",Multi-Family,620838.53,1069,1988,Steel,,0,1
2059,42008,"8280 Shannon Landing Suite 612, North Jessica",Townhouse,770440.09,1338,2019,Concrete,,0,1
2060,42028,"1904 Faith Path, West Gerald",Single-Family,716330.79,2794,2004,Wood,,0,0
2061,42037,"0726 Porter Roads Suite 618, East Michelleside",Multi-Family,236531.26,2752,1997,Wood,,1,1
2062,42046,"4783 Lauren Ranch, Garciaside",Condo,563111.96,3450,1963,Wood,,1,1
2063,42056,"86866 Davis Ferry, Port Larryshire",Condo,385532.95,4973,1973,Wood,,1,0
2064,42085,"1509 James Mission, North Travisstad",Condo,696880.81,1017,1982,Wood,,0,1
2065,42123,"6379 Flores Mall Suite 180, Lake Kelseytown",Apartment,424286.9,3041,2025,Steel,,0,0
2066,42128,"79232 Melissa Wall Suite 493, Arielshire",Apartment,782795.83,2307,1999,Wood,,1,1
2067,42148,"5994 Alexander Wall Apt. 925, Ianland",Single-Family,767444.9,1599,1968,Brick,,0,0
2068,42151,"70670 Snyder Road Suite 380, Whitebury",Apartment,310449.25,4521,2022,Concrete,,0,1
2069,42168,"54243 Mary Rapid Apt. 249, Everettfurt",Apartment,175927.87,1808,1980,Wood,,1,1
2070,42169,"63703 Michelle Pike, Port Jessebury",Single-Family,436664.47,4634,1989,Steel,,1,1
2071,42182,"97770 Mary Field, New Kevinmouth",Apartment,567524.49,3870,2002,Brick,,0,1
2072,42247,"58670 Derrick Alley, Kimberlyburgh",Condo,366518.4,4264,1961,Wood,,1,1
2073,42250,"1983 April Trace Apt. 191, Lisaburgh",Apartment,454370.0,1032,1985,Concrete,,0,1
2074,42255,"690 Smith Estate Apt. 267, West Amy",Condo,560040.07,4141,1951,Wood,,0,0
2075,42271,"1959 Brown Brooks, Fisherburgh",Single-Family,737342.94,3844,1955,Concrete,,1,0
2076,42274,"6239 Joshua Loaf, North Charles",Townhouse,711606.89,4700,2013,Steel,,0,1
2077,42281,"3507 Harrington Union, Harrisshire",Apartment,210542.0,4570,1993,Brick,,0,1
2078,42287,"3103 Moore Key, New Judith",Condo,252926.85,3994,1979,Concrete,,0,0
2079,42312,"8200 White Fork, Barkerton",Condo,531685.74,3648,2008,Wood,,0,1
2080,42343,"878 Craig Creek Apt. 047, New Jennifertown",Single-Family,350239.44,1358,1990,Steel,,0,1
2081,42354,"4900 Glover Crossing Suite 797, Lake Richardside",Condo,732258.66,2660,1980,Brick,,1,0
2082,42415,"04383 Ryan Crescent, East Davidshire",Townhouse,188553.09,2115,1978,Concrete,,1,1
2083,42424,"2510 Gary Route Suite 533, Seanville",Multi-Family,479404.69,4715,1974,Brick,,0,1
2084,42449,"402 Green Crescent Apt. 571, Debraberg",Condo,414280.07,3156,2012,Brick,,1,1
2085,42497,"3545 Logan Orchard Apt. 539, West William",Single-Family,658766.79,3979,1985,Brick,,1,1
2086,42512,"7920 Ayala Junctions Apt. 018, North Josephview",Apartment,541637.44,1676,1974,Concrete,,0,0
2087,42557,"298 Rivera Cape, Maysstad",Townhouse,793436.28,4146,2025,Concrete,,1,1
2088,42559,"8776 Robinson Circles Suite 193, Patelborough",Condo,278935.91,1906,2010,Brick,,1,0
2089,42572,"819 Harrell Rue Apt. 852, South Elizabeth",Single-Family,318194.23,2408,1969,Steel,,0,0
2090,42633,"224 Lang Views Suite 111, Ericksonstad",Condo,150763.65,2230,2017,Wood,,1,1
2091,42638,"3694 Pollard River, East Jordan",Apartment,739313.52,1547,1992,Concrete,,0,1
2092,42643,"262 Reeves Village, West Carmen",Apartment,748527.27,4315,1974,Wood,,0,0
2093,42696,"4261 Thompson Rapids, South Lisaport",Condo,211992.03,2985,2001,Steel,,1,0
2094,42707,"699 Olson Mountains, New Arthurmouth",Apartment,321745.51,1462,1973,Steel,,0,0
2095,42708,"60813 Steven Point, Hopkinsmouth",Single-Family,257797.12,3531,2021,Concrete,,0,0
